locator,scanner_source,scanner_type,scanner_id,last_seen,status,CVE,CVE-title,CVSS,CVSS-Text,CVSS-temporal,CVSS-vector-string,device-id,device-name,device-ip,device-mac,device-custom-name,device-tags,OS,OS-Version,CVE-description,CVE-solution,finding_id,finding_scanner_type,finding_created,finding_severity,risk_score,risk_score_best_achievable
192.168.1.67,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2022-20855,28/03/2025,open,CVE-2022-20855,Cisco IOS XE Software for Embedded Wireless Controllers on Catalyst Access Points Privilege Escalation Vulnerability,6.7,Medium,None,None,59ae4a6c-9565-43fd-8bfa-5eed0c24c562,IR1101_FCW2424P00Q.local 34:ed:1b:52:95:00,192.168.1.67,['34:ed:1b:52:95:00'],None,"Cisco,HTTP Client,HTTPS Client,Master,Routing Capability,Controller,Slave",None,None,"A vulnerability in the self-healing functionality of Cisco IOS XE Software for Embedded Wireless Controllers on Catalyst Access Points could allow an authenticated, local attacker to escape the restricted controller shell and execute arbitrary commands on the underlying operating system of the access point.
This vulnerability is due to improper checks throughout the restart of certain system processes. An attacker could exploit this vulnerability by logging on to an affected device and executing certain CLI commands. A successful exploit could allow the attacker to execute arbitrary commands on the underlying OS as root. To successfully exploit this vulnerability, an attacker would need valid credentials for a privilege level 15 user of the wireless controller.
Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability.
This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-ewc-priv-esc-nderYLtK 
This advisory is part of the September 2022 release of the Cisco IOS and IOS XE Software Security Advisory Bundled Publication. For a complete list of the advisories and links to them, see Cisco Event Response: September 2022 Semiannual Cisco IOS and IOS XE Software Security Advisory Bundled Publication.",Please refer to Cisco's advisory for possible solutions,59ae4a6c-9565-43fd-8bfa-5eed0c24c562_CVE-2022-20855_28/03/2025,CyberVision,28/03/2025,Medium,55,None
192.168.1.67,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2022-28199,28/03/2025,open,CVE-2022-28199,Vulnerability in NVIDIA Data Plane Development Kit Affecting Cisco Products: August 2022,6.5,Medium,None,None,59ae4a6c-9565-43fd-8bfa-5eed0c24c562,IR1101_FCW2424P00Q.local 34:ed:1b:52:95:00,192.168.1.67,['34:ed:1b:52:95:00'],None,"Cisco,HTTP Client,HTTPS Client,Master,Routing Capability,Controller,Slave",None,None,"On August 29, 2022, NVIDIA announced the following vulnerability with a medium impact:
CVE-2022-28199: Security Bulletin: NVIDIA Data Plane Development Kit (MLNX_DPDK) - August 2022
For a description of this vulnerability, see Security Bulletin: NVIDIA Data Plane Development Kit (MLNX_DPDK) - August 2022.
This advisory will be updated as additional information becomes available.
This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-mlx5-jbPCrqD8",Please refer to Cisco's advisory for possible solutions,59ae4a6c-9565-43fd-8bfa-5eed0c24c562_CVE-2022-28199_28/03/2025,CyberVision,28/03/2025,Medium,55,None
192.168.1.67,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2022-20724,28/03/2025,open,CVE-2022-20724,Cisco IOx Application Hosting Environment Vulnerabilities,5.3,Medium,None,None,59ae4a6c-9565-43fd-8bfa-5eed0c24c562,IR1101_FCW2424P00Q.local 34:ed:1b:52:95:00,192.168.1.67,['34:ed:1b:52:95:00'],None,"Cisco,HTTP Client,HTTPS Client,Master,Routing Capability,Controller,Slave",None,None,"Multiple vulnerabilities in the Cisco IOx application hosting environment on multiple Cisco platforms could allow an attacker to inject arbitrary commands into the underlying host operating system, execute arbitrary code on the underlying host operating system, install applications without being authenticated, or conduct a cross-site scripting (XSS) attack against a user of the affected software.
For more information about these vulnerabilities, see the Details section of this advisory.
Cisco has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.
This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iox-yuXQ6hFj
This advisory is part of the April 2022 release of the Cisco IOS and IOS XE Software Security Advisory Bundled Publication. For a complete list of the advisories and links to them, see Cisco Event Response: April 2022 Semiannual Cisco IOS and IOS XE Software Security Advisory Bundled Publication.",Please refer to Cisco's advisory for possible solutions,59ae4a6c-9565-43fd-8bfa-5eed0c24c562_CVE-2022-20724_28/03/2025,CyberVision,28/03/2025,Medium,55,None
192.168.1.67,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2022-20721,28/03/2025,open,CVE-2022-20721,Cisco IOx Application Hosting Environment Vulnerabilities,4.9,Medium,None,None,59ae4a6c-9565-43fd-8bfa-5eed0c24c562,IR1101_FCW2424P00Q.local 34:ed:1b:52:95:00,192.168.1.67,['34:ed:1b:52:95:00'],None,"Cisco,HTTP Client,HTTPS Client,Master,Routing Capability,Controller,Slave",None,None,"Multiple vulnerabilities in the Cisco IOx application hosting environment on multiple Cisco platforms could allow an attacker to inject arbitrary commands into the underlying host operating system, execute arbitrary code on the underlying host operating system, install applications without being authenticated, or conduct a cross-site scripting (XSS) attack against a user of the affected software.
For more information about these vulnerabilities, see the Details section of this advisory.
Cisco has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.
This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iox-yuXQ6hFj
This advisory is part of the April 2022 release of the Cisco IOS and IOS XE Software Security Advisory Bundled Publication. For a complete list of the advisories and links to them, see Cisco Event Response: April 2022 Semiannual Cisco IOS and IOS XE Software Security Advisory Bundled Publication.",Please refer to Cisco's advisory for possible solutions,59ae4a6c-9565-43fd-8bfa-5eed0c24c562_CVE-2022-20721_28/03/2025,CyberVision,28/03/2025,Medium,55,None
192.168.1.67,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2022-20722,28/03/2025,open,CVE-2022-20722,Cisco IOx Application Hosting Environment Vulnerabilities,4.9,Medium,None,None,59ae4a6c-9565-43fd-8bfa-5eed0c24c562,IR1101_FCW2424P00Q.local 34:ed:1b:52:95:00,192.168.1.67,['34:ed:1b:52:95:00'],None,"Cisco,HTTP Client,HTTPS Client,Master,Routing Capability,Controller,Slave",None,None,"Multiple vulnerabilities in the Cisco IOx application hosting environment on multiple Cisco platforms could allow an attacker to inject arbitrary commands into the underlying host operating system, execute arbitrary code on the underlying host operating system, install applications without being authenticated, or conduct a cross-site scripting (XSS) attack against a user of the affected software.
For more information about these vulnerabilities, see the Details section of this advisory.
Cisco has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.
This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iox-yuXQ6hFj
This advisory is part of the April 2022 release of the Cisco IOS and IOS XE Software Security Advisory Bundled Publication. For a complete list of the advisories and links to them, see Cisco Event Response: April 2022 Semiannual Cisco IOS and IOS XE Software Security Advisory Bundled Publication.",Please refer to Cisco's advisory for possible solutions,59ae4a6c-9565-43fd-8bfa-5eed0c24c562_CVE-2022-20722_28/03/2025,CyberVision,28/03/2025,Medium,55,None
192.168.1.67,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2022-20725,28/03/2025,open,CVE-2022-20725,Cisco IOx Application Hosting Environment Vulnerabilities,4.8,Medium,None,None,59ae4a6c-9565-43fd-8bfa-5eed0c24c562,IR1101_FCW2424P00Q.local 34:ed:1b:52:95:00,192.168.1.67,['34:ed:1b:52:95:00'],None,"Cisco,HTTP Client,HTTPS Client,Master,Routing Capability,Controller,Slave",None,None,"Multiple vulnerabilities in the Cisco IOx application hosting environment on multiple Cisco platforms could allow an attacker to inject arbitrary commands into the underlying host operating system, execute arbitrary code on the underlying host operating system, install applications without being authenticated, or conduct a cross-site scripting (XSS) attack against a user of the affected software.
For more information about these vulnerabilities, see the Details section of this advisory.
Cisco has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities.
This advisory is available at the following link:https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iox-yuXQ6hFj
This advisory is part of the April 2022 release of the Cisco IOS and IOS XE Software Security Advisory Bundled Publication. For a complete list of the advisories and links to them, see Cisco Event Response: April 2022 Semiannual Cisco IOS and IOS XE Software Security Advisory Bundled Publication.",Please refer to Cisco's advisory for possible solutions,59ae4a6c-9565-43fd-8bfa-5eed0c24c562_CVE-2022-20725_28/03/2025,CyberVision,28/03/2025,Medium,55,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2020-1301,28/03/2025,open,CVE-2020-1301,Windows SMB Remote Code Execution Vulnerability,8.8,High,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,A remote code execution vulnerability exists in the way that the Microsoft Server Message Block 1.0 (SMBv1) server handles certain requests. An attacker who successfully exploited the vulnerability could gain the ability to execute code on the target server. To exploit the vulnerability an authenticated attacker could send a specially crafted packet to a targeted SMBv1 server..,The security update addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2020-1301_28/03/2025,CyberVision,28/03/2025,High,61,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-0145,28/03/2025,open,CVE-2017-0145,Windows SMB Remote Code Execution Vulnerability,8.1,High,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,A remote code execution vulnerability exists in the way that the Microsoft Server Message Block 1.0 (SMBv1) server handles certain requests. An attacker who successfully exploited the vulnerability could gain the ability to execute code on the target server.,Microsoft has published a security update which addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2017-0145_28/03/2025,CyberVision,28/03/2025,High,61,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-0146,28/03/2025,open,CVE-2017-0146,Windows SMB Remote Code Execution Vulnerability,8.1,High,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,A remote code execution vulnerability exists in the way that the Microsoft Server Message Block 1.0 (SMBv1) server handles certain requests. An attacker who successfully exploited the vulnerability could gain the ability to execute code on the target server.,Microsoft has published a security update which addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2017-0146_28/03/2025,CyberVision,28/03/2025,High,61,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-0272,28/03/2025,open,CVE-2017-0272,Windows SMB Remote Code Execution Vulnerability,8.1,High,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,A remote code execution vulnerability exists in the way that the Microsoft Server Message Block 1.0 (SMBv1) server handles certain requests. An attacker who successfully exploited the vulnerability could gain the ability to execute code on the target server.,Microsoft has published a security update which addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2017-0272_28/03/2025,CyberVision,28/03/2025,High,61,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-0143,28/03/2025,open,CVE-2017-0143,Windows SMB Remote Code Execution Vulnerability,8.1,High,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,A remote code execution vulnerability exists in the way that the Microsoft Server Message Block 1.0 (SMBv1) server handles certain requests. An attacker who successfully exploited the vulnerability could gain the ability to execute code on the target server.,Microsoft has published a security update which addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2017-0143_28/03/2025,CyberVision,28/03/2025,High,61,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-0144,28/03/2025,open,CVE-2017-0144,Windows SMB Remote Code Execution Vulnerability,8.1,High,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,A remote code execution vulnerability exists in the way that the Microsoft Server Message Block 1.0 (SMBv1) server handles certain requests. An attacker who successfully exploited the vulnerability could gain the ability to execute code on the target server.,Microsoft has published a security update which addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2017-0144_28/03/2025,CyberVision,28/03/2025,High,61,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-0148,28/03/2025,open,CVE-2017-0148,Windows SMB Remote Code Execution Vulnerability,8.1,High,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,A remote code execution vulnerability exists in the way that the Microsoft Server Message Block 1.0 (SMBv1) server handles certain requests. An attacker who successfully exploited the vulnerability could gain the ability to execute code on the target server.,Microsoft has published a security update which addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2017-0148_28/03/2025,CyberVision,28/03/2025,High,61,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-11780,28/03/2025,open,CVE-2017-11780,Windows SMB Remote Code Execution Vulnerability,7,High,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,"The Server Message Block 1.0 (SMBv1) on Microsoft Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, Windows 10 Gold, 1511, 1607, and 1703, and Windows Server 2016, allows a remote code execution vulnerability when it fails to properly handle certain requests, aka ""Windows SMB Remote Code Execution Vulnerability"".",Microsoft has published a security update which addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2017-11780_28/03/2025,CyberVision,28/03/2025,High,61,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-0278,28/03/2025,open,CVE-2017-0278,Windows SMB Remote Code Execution Vulnerability,7,High,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,A remote code execution vulnerability exists in the way that the Microsoft Server Message Block 1.0 (SMBv1) server handles certain requests. An attacker who successfully exploited the vulnerability could gain the ability to execute code on the target server.,Microsoft has published a security update which addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2017-0278_28/03/2025,CyberVision,28/03/2025,High,61,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-0279,28/03/2025,open,CVE-2017-0279,Windows SMB Remote Code Execution Vulnerability,7,High,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,A remote code execution vulnerability exists in the way that the Microsoft Server Message Block 1.0 (SMBv1) server handles certain requests. An attacker who successfully exploited the vulnerability could gain the ability to execute code on the target server.,Microsoft has published a security update which addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2017-0279_28/03/2025,CyberVision,28/03/2025,High,61,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-0277,28/03/2025,open,CVE-2017-0277,Windows SMB Remote Code Execution Vulnerability,7,High,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,A remote code execution vulnerability exists in the way that the Microsoft Server Message Block 1.0 (SMBv1) server handles certain requests. An attacker who successfully exploited the vulnerability could gain the ability to execute code on the target server.,Microsoft has published a security update which addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2017-0277_28/03/2025,CyberVision,28/03/2025,High,61,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-0268,28/03/2025,open,CVE-2017-0268,Windows SMB Information Disclosure Vulnerability,5.9,Medium,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,"An information disclosure vulnerability exists in the way that the Microsoft Server Message Block 1.0 (SMBv1) server handles certain requests. An attacker who successfully exploited this vulnerability could craft a special packet, which could lead to information disclosure from the server.",Microsoft has published a security update which addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2017-0268_28/03/2025,CyberVision,28/03/2025,Medium,61,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-0147,28/03/2025,open,CVE-2017-0147,Windows SMB Information Disclosure Vulnerability,5.9,Medium,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,"An information disclosure vulnerability exists in the way that the Microsoft Server Message Block 1.0 (SMBv1) server handles certain requests. An attacker who successfully exploited this vulnerability could craft a special packet, which could lead to information disclosure from the server.",Microsoft has published a security update which addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2017-0147_28/03/2025,CyberVision,28/03/2025,Medium,61,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-0276,28/03/2025,open,CVE-2017-0276,Windows SMB Information Disclosure Vulnerability,5.9,Medium,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,"An information disclosure vulnerability exists in the way that the Microsoft Server Message Block 1.0 (SMBv1) server handles certain requests. An attacker who successfully exploited this vulnerability could craft a special packet, which could lead to information disclosure from the server.",Microsoft has published a security update which addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2017-0276_28/03/2025,CyberVision,28/03/2025,Medium,61,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-0267,28/03/2025,open,CVE-2017-0267,Windows SMB Information Disclosure Vulnerability,5.9,Medium,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,"An information disclosure vulnerability exists in the way that the Microsoft Server Message Block 1.0 (SMBv1) server handles certain requests. An attacker who successfully exploited this vulnerability could craft a special packet, which could lead to information disclosure from the server.",Microsoft has published a security update which addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2017-0267_28/03/2025,CyberVision,28/03/2025,Medium,61,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-0275,28/03/2025,open,CVE-2017-0275,Windows SMB Information Disclosure Vulnerability,5.9,Medium,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,"An information disclosure vulnerability exists in the way that the Microsoft Server Message Block 1.0 (SMBv1) server handles certain requests. An attacker who successfully exploited this vulnerability could craft a special packet, which could lead to information disclosure from the server.",Microsoft has published a security update which addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2017-0275_28/03/2025,CyberVision,28/03/2025,Medium,61,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-0274,28/03/2025,open,CVE-2017-0274,Windows SMB Information Disclosure Vulnerability,5.9,Medium,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,"An information disclosure vulnerability exists in the way that the Microsoft Server Message Block 1.0 (SMBv1) server handles certain requests. An attacker who successfully exploited this vulnerability could craft a special packet, which could lead to information disclosure from the server.",Microsoft has published a security update which addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2017-0274_28/03/2025,CyberVision,28/03/2025,Medium,61,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-0273,28/03/2025,open,CVE-2017-0273,Windows SMB Denial of Service Vulnerability,5.9,Medium,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,"A denial of service vulnerability exists in the Microsoft Server Block Message (SMB) when an attacker sends specially crafted requests to the server. An attacker who exploited this vulnerability could cause the affected system to stop responding until it is manually restarted. To attempt to exploit this issue, an attacker would need to send specially crafted SMB requests to the target system.",Microsoft has published a security update which addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2017-0273_28/03/2025,CyberVision,28/03/2025,Medium,61,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-0269,28/03/2025,open,CVE-2017-0269,Windows SMB Denial of Service Vulnerability,5.9,Medium,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,"A denial of service vulnerability exists in the Microsoft Server Block Message (SMB) when an attacker sends specially crafted requests to the server. An attacker who exploited this vulnerability could cause the affected system to stop responding until it is manually restarted. To attempt to exploit this issue, an attacker would need to send specially crafted SMB requests to the target system.",Microsoft has published a security update which addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2017-0269_28/03/2025,CyberVision,28/03/2025,Medium,61,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-0270,28/03/2025,open,CVE-2017-0270,Windows SMB Information Disclosure Vulnerability,5.9,Medium,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,"An information disclosure vulnerability exists in the way that the Microsoft Server Message Block 1.0 (SMBv1) server handles certain requests. An attacker who successfully exploited this vulnerability could craft a special packet, which could lead to information disclosure from the server.",Microsoft has published a security update which addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2017-0270_28/03/2025,CyberVision,28/03/2025,Medium,61,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-0271,28/03/2025,open,CVE-2017-0271,Windows SMB Information Disclosure Vulnerability,5.9,Medium,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,"An information disclosure vulnerability exists in the way that the Microsoft Server Message Block 1.0 (SMBv1) server handles certain requests. An attacker who successfully exploited this vulnerability could craft a special packet, which could lead to information disclosure from the server.",Microsoft has published a security update which addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2017-0271_28/03/2025,CyberVision,28/03/2025,Medium,61,None
192.168.116.149,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2017-0280,28/03/2025,open,CVE-2017-0280,Windows SMB Denial of Service Vulnerability,5.9,Medium,None,None,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce,DFIR-WIN7-X86,192.168.116.149,['00:25:b3:f5:fa:74'],None,"Host Config Client,Windows",['Windows 7 or Windows Server 2008 R2'],None,"A denial of service vulnerability exists in the Microsoft Server Block Message (SMB) when an attacker sends specially crafted requests to the server. An attacker who exploited this vulnerability could cause the affected system to stop responding until it is manually restarted. To attempt to exploit this issue, an attacker would need to send specially crafted SMB requests to the target system.",Microsoft has published a security update which addresses the vulnerability by correcting how SMBv1 handles these specially crafted requests.,68c8c1ac-f24b-4b05-b8a1-c95dd91ca4ce_CVE-2017-0280_28/03/2025,CyberVision,28/03/2025,Medium,61,None
10.4.0.14,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2022-30260,28/03/2025,open,CVE-2022-30260,Insufficient Verification of Data Authenticity Vulnerability in Emerson DeltaV Distributed Control System,7.8,High,None,None,68cdced6-fa06-478e-a115-3f5f45beceb2,Fisher 10.4.0.14,10.4.0.14,['00:22:e5:1f:9a:54'],None,"Time Server,DeltaV,Controller,Read Var,Write Var",None,None,"Firmware images are not signed and rely on insecure checksums for regular integrity checks. This could allow an attacker to push malicious firmware images, execute code, or cause a denial-of-service condition.",Emerson corrected the Firmware image verification vulnerability in Version 14.3 and mitigated it in all other versions.,68cdced6-fa06-478e-a115-3f5f45beceb2_CVE-2022-30260_28/03/2025,CyberVision,28/03/2025,High,84,None
10.4.0.14,Cisco Cyber Vision,CyberVision,CyberVision-CVE-2022-29957,28/03/2025,open,CVE-2022-29957,Missing Authentication for Critical Function Vulnerability in Emerson DeltaV Distributed Control System,7.8,High,None,None,68cdced6-fa06-478e-a115-3f5f45beceb2,Fisher 10.4.0.14,10.4.0.14,['00:22:e5:1f:9a:54'],None,"Time Server,DeltaV,Controller,Read Var,Write Var",None,None,"Several protocols, including Firmware upgrade, Plug-and-Play, Hawk services, Management, SIS communications, and multi-cast have no authentication. This could allow an attacker who has reverse-engineered communications to invoke desired functionality or cause a denial-of-service condition.",There is currently no known solution for this vulnerability,68cdced6-fa06-478e-a115-3f5f45beceb2_CVE-2022-29957_28/03/2025,CyberVision,28/03/2025,High,84,None
